Fid,Latitude,Langitude,Fdate,Wind_Speed,First_Indicator,RAIN,Second_Indicator,Max_Temp,Third_Indicator,Min_temp,Min_grass_temp,results
183.136.237.235-10.42.0.211-80-42976-6,33.71315113,-117.85017820000002,14-01-22,13.96,0,4.8,0.0,10.8,0.0,4.2,0.6,0
182.22.120.234-10.42.0.151-443-58699-6,33.55541818,-117.72761820000001,15-01-22,10.83,0,5.0,0.0,11.2,0.0,4.2,-2.5,0
10.42.0.151-54.230.38.181-53568-80-6,33.627943,-117.8490882,16-01-22,5.88,0,0.1,0.0,7.0,0.0,1.6,-8.0,1
10.42.0.211-113.108.216.233-42254-80-6,33.42900842,-117.6176925,17-01-22,9.62,0,0.0,0.0,6.4,0.0,2.1,-5.0,1
172.217.12.202-10.42.0.211-443-33707-6,33.77231361,-117.8121017,18-01-22,7.25,1,0.2,0.0,5.5,1.0,-1.5,-11.0,1
10.42.0.42-87.240.165.91-49023-80-6,33.65874781,-117.94034690000001,19-01-22,12.12,0,4.2,0.0,11.0,1.0,-2.5,-12.3,0
10.42.0.211-104.193.88.109-35300-80-6,33.64997601,-117.8157374,20-01-22,16.79,0,1.0,0.0,6.1,0.0,3.1,-3.9,0
172.217.11.14-10.42.0.211-443-33680-6,33.66548057,-117.78796809999999,21-01-22,14.42,0,4.3,0.0,10.8,0.0,3.0,-4.3,0
172.217.10.234-10.42.0.42-443-47299-6,33.85788875,-118.0456946,22-01-22,20.91,0,6.5,0.0,10.8,0.0,3.2,-3.5,0
172.217.10.138-10.42.0.151-443-45248-6,33.64616926,-117.68658190000001,23-01-22,19.5,0,0.5,0.0,6.2,0.0,2.0,-4.9,0
10.42.0.42-108.174.10.10-46775-443-6,33.62181319,-117.6844521,24-01-22,10.92,0,16.1,0.0,9.2,0.0,3.5,-3.9,0
192.229.173.173-10.42.0.151-443-35041-6,33.62390427,-117.6955358,25-01-22,13.17,1,0.2,0.0,8.8,0.0,4.0,-0.2,0
8.43.72.27-10.42.0.211-443-47486-6,33.76691469,-118.0168399,26-01-22,10.25,0,5.2,0.0,10.2,0.0,1.0,-8.1,0
10.42.0.211-112.80.248.187-33111-80-6,33.74243636,-117.8205909,27-01-22,6.67,0,7.1,0.0,9.4,0.0,5.2,-0.2,1
183.79.248.252-10.42.0.211-443-55924-6,33.91692727,-117.9099818,28-01-22,14.75,4,0.0,0.0,9.4,0.0,0.0,-5.5,0
10.42.0.211-23.206.125.17-54387-80-6,33.6795,-117.9097364,29-01-22,7.87,0,3.5,0.0,12.5,0.0,2.5,-5.2,1
180.149.138.210-10.42.0.211-80-36047-6,33.90287465,-117.8402697,30-01-22,14.92,0,1.1,0.0,11.8,0.0,5.0,3.0,0
10.42.0.1-10.42.0.42-53-33054-17,33.83712025,-117.8987281,31-01-22,14.58,0,0.0,0.0,11.5,0.0,6.0,-0.3,0
10.42.0.211-125.39.133.40-57493-80-6,33.89979243,-117.8426494,01-02-22,9.62,0,0.0,0.0,12.5,0.0,6.0,1.8,1
10.42.0.151-65.52.108.74-60281-443-6,33.94051818,-117.9462636,02-02-22,4.42,4,0.0,0.0,11.2,0.0,1.0,-7.4,1
10.42.0.1-10.42.0.42-53-10941-17,33.91758989,-117.8750395,03-02-22,6.08,4,0.0,0.0,8.9,0.0,2.6,-4.5,1
151.101.22.2-10.42.0.151-443-47429-6,33.67601255,-117.8031566,04-02-22,4.12,4,0.0,0.0,6.6,1.0,-0.5,-7.2,1
172.217.10.106-10.42.0.211-443-58335-6,33.79185306,-117.80381750000001,05-02-22,8.12,0,0.0,0.0,5.7,0.0,0.5,-6.9,1
10.42.0.151-104.208.28.54-54804-443-6,33.67494122,-117.78949879999999,06-02-22,8.46,4,0.0,0.0,6.9,0.0,3.6,,1
220.243.235.201-10.42.0.211-80-54554-6,33.63868554,-117.6091807,07-02-22,8.58,0,7.3,0.0,7.9,0.0,0.5,-8.2,1
172.217.3.99-10.42.0.151-443-51552-6,33.84915455,-117.8977182,08-02-22,7.54,4,0.0,0.0,8.0,0.0,5.2,0.3,1
10.42.0.42-59.38.112.48-46199-443-6,33.72031597,-117.97538259999999,09-02-22,5.21,0,0.0,0.0,8.3,0.0,5.1,-1.1,1
183.79.17.104-10.42.0.42-443-50382-6,33.68070909,-117.9211,10-02-22,7.0,0,0.0,0.0,9.0,0.0,1.5,-5.6,1
172.217.10.130-10.42.0.211-443-38204-6,33.81561011,-117.97621200000002,11-02-22,5.66,0,0.0,0.0,7.5,0.0,4.5,-5.2,1
10.42.0.151-103.235.46.212-50769-443-6,33.91054546,-117.90729089999999,12-02-22,4.67,0,1.8,0.0,7.0,0.0,6.0,1.5,1
10.42.0.211-10.42.0.1-3264-53-17,33.63047057,-117.7052322,13-02-22,9.79,0,1.1,0.0,7.0,0.0,3.6,-4.0,1
172.217.6.206-10.42.0.211-443-47222-6,33.63917699,-117.8678733,14-02-22,4.21,0,0.0,0.0,7.0,0.0,2.5,-5.0,1
220.243.237.154-10.42.0.211-80-44910-6,33.81097324,-117.7987513,15-02-22,6.96,0,1.0,0.0,10.0,1.0,-1.0,-7.7,1
172.217.12.206-10.42.0.151-443-50331-6,33.81843089,-117.931172,16-02-22,12.38,0,0.6,0.0,12.2,0.0,2.0,2.8,0
172.217.12.206-10.42.0.211-443-39127-6,33.88447629,-117.89744850000001,17-02-22,14.0,0,0.0,0.0,10.0,0.0,9.0,,0
131.253.61.64-10.42.0.151-443-50175-6,33.61888215,-117.82325900000001,18-02-22,4.0,4,0.0,0.0,9.3,0.0,3.1,-4.0,1
10.42.0.211-10.42.0.1-39527-53-17,33.81249921,-117.7849522,19-02-22,10.63,0,1.4,0.0,9.1,1.0,-2.5,-11.5,0
172.217.11.10-10.42.0.211-443-54138-6,33.75354158,-117.92843059999998,20-02-22,6.0,0,5.3,0.0,9.1,0.0,5.0,-2.5,1
205.185.216.10-10.42.0.211-80-40604-6,33.72388601,-118.022429,21-02-22,5.21,4,0.0,0.0,10.6,0.0,6.4,0.5,1
10.42.0.211-66.198.24.243-45434-80-6,33.72701436,-117.82566000000001,22-02-22,7.92,0,0.2,0.0,10.6,0.0,1.7,-1.0,1
10.42.0.151-115.239.210.141-40863-443-6,33.8286684,-118.0418713,23-02-22,6.96,0,0.3,0.0,11.3,0.0,7.6,3.5,1
202.77.129.150-10.42.0.211-80-35163-6,33.78690809,-117.8490487,24-02-22,6.34,0,0.0,0.0,13.0,0.0,8.0,0.0,1
172.217.12.170-10.42.0.151-443-49523-6,33.75234546,-117.8618091,25-02-22,9.21,0,0.0,0.0,9.4,0.0,6.3,-2.0,1
10.42.0.42-52.84.29.55-32882-443-6,33.88335852,-117.89744250000001,26-02-22,9.25,0,0.0,0.0,8.0,0.0,5.2,-4.5,1
172.217.12.195-10.42.0.42-443-47288-6,33.55236454,-117.67156899999999,27-02-22,7.87,0,0.0,0.0,8.5,0.0,3.5,,1
10.42.0.151-119.146.74.33-41898-443-6,33.63290807,-117.829544,28-02-22,7.92,0,1.5,0.0,9.4,1.0,-0.4,-9.6,1
182.22.31.124-10.42.0.211-443-57818-6,33.61436414,-117.6804581,01-03-22,10.13,0,1.4,0.0,10.0,0.0,5.0,2.0,0
221.228.208.97-10.42.0.211-80-60434-6,33.6615064,-117.82012979999999,02-03-22,10.0,0,6.7,0.0,11.8,0.0,5.0,0.9,0
10.42.0.151-64.71.142.95-43879-443-6,33.85762176,-117.800243,03-03-22,7.38,0,0.9,0.0,13.0,0.0,6.5,-5.0,1
175.100.207.232-10.42.0.42-80-40335-6,33.93503223,-117.969652,04-03-22,1.63,4,0.0,0.0,10.4,0.0,2.2,-5.9,1
172.217.11.2-10.42.0.211-443-34919-6,33.62435056,-117.69460600000001,05-03-22,4.88,4,0.0,0.0,11.7,0.0,1.2,-4.9,1
131.253.61.80-10.42.0.211-443-56829-6,38.893423999999996,-121.075465,06-03-22,14.46,0,2.5,0.0,13.8,0.0,3.5,,0
219.142.78.162-10.42.0.211-80-49251-6,38.74389,-121.27664299999999,07-03-22,14.0,0,0.8,0.0,10.4,0.0,5.5,-1.8,0
202.77.129.150-10.42.0.42-80-60115-6,33.83137388,-118.042414,08-03-22,5.33,4,0.0,0.0,10.5,0.0,3.6,-4.2,1
183.232.118.20-10.42.0.211-80-60097-6,33.972215000000006,-116.976674,09-03-22,10.08,0,1.4,0.0,8.5,1.0,-0.4,-10.0,0
203.205.191.25-10.42.0.151-80-54167-6,38.88642,-121.30498500000002,10-03-22,12.96,0,3.2,0.0,9.0,0.0,0.4,-8.8,0
192.229.163.180-10.42.0.151-443-39531-6,33.82970107,-117.9639415,11-03-22,19.29,0,2.9,0.0,7.0,0.0,3.7,-1.0,0
180.149.138.210-10.42.0.211-80-40559-6,33.81818622,-117.8513835,12-03-22,10.75,0,1.8,0.0,6.5,0.0,5.5,-0.6,0
10.42.0.151-10.42.0.1-55591-53-17,33.695622,-117.952378,13-03-22,7.62,0,0.0,0.0,7.0,0.0,4.8,-2.0,1
10.42.0.211-10.42.0.1-6370-53-17,38.732673,-121.29983,14-03-22,6.46,0,0.8,0.0,6.0,0.0,1.1,-6.5,1
172.217.12.205-10.42.0.151-443-44810-6,33.7528835,-118.02,15-03-22,7.83,0,2.8,0.0,8.5,0.0,2.0,-4.5,1
10.42.0.211-77.234.44.201-35650-80-6,33.78020515,-117.853675,16-03-22,5.58,0,2.6,0.0,5.1,0.0,2.7,-5.3,1
10.42.0.42-119.146.74.34-50461-80-6,38.837337,-121.170948,17-03-22,7.79,4,0.0,0.0,7.0,0.0,1.7,-5.0,1
162.208.22.39-10.42.0.211-443-57667-6,33.821926,-117.8344,18-03-22,10.5,4,0.0,0.0,6.3,0.0,4.2,-2.5,0
10.42.0.151-10.42.0.1-63271-53-17,33.76746246,-117.9302395,19-03-22,9.62,0,0.0,0.0,6.5,0.0,2.3,,1
10.42.0.211-114.134.80.163-36890-443-6,33.71662347,-117.99523300000001,20-03-22,8.71,0,0.0,0.0,8.9,0.0,2.1,-8.5,1
10.42.0.211-64.71.142.95-47104-443-6,33.72626896,-117.88400530000001,21-03-22,11.12,0,2.3,0.0,8.3,0.0,2.0,-7.0,0
10.42.0.211-23.206.162.129-41617-80-6,34.00197444,-117.0243104,22-03-22,10.92,4,0.0,0.0,10.2,0.0,2.5,-4.9,0
10.42.0.211-123.125.29.138-56162-80-6,33.76432445,-117.910552,23-03-22,10.63,0,0.2,0.0,10.2,0.0,3.0,-5.2,0
172.217.12.176-10.42.0.151-443-35358-6,33.42958115,-117.6084635,24-03-22,11.67,0,0.0,0.0,10.1,0.0,5.2,-1.5,0
10.42.0.211-123.125.29.220-57843-80-6,33.63163044,-117.87792549999999,25-03-22,10.88,0,2.1,0.0,12.0,0.0,5.6,0.6,0
180.163.251.231-10.42.0.211-80-34507-6,38.94081989,-121.0641125,26-03-22,7.33,0,1.3,0.0,4.8,0.0,3.1,-0.1,1
172.217.11.35-10.42.0.151-443-39503-6,33.92469728,-117.42909660000001,27-03-22,10.17,0,1.9,0.0,5.0,1.0,-0.6,-6.7,0
10.42.0.211-104.192.110.245-46181-443-6,38.75826541,-121.29263,28-03-22,9.42,0,1.2,0.0,6.3,1.0,-2.1,-8.9,1
10.42.0.211-123.125.115.164-40316-443-6,33.64266942,-117.58219150000001,29-03-22,9.62,0,0.5,0.0,7.1,0.0,1.0,-5.5,1
172.217.10.74-10.42.0.42-443-49166-6,33.84560398,-117.94927450000002,30-03-22,8.58,0,0.0,0.0,7.7,0.0,2.9,-1.4,1
10.42.0.151-54.239.26.255-58404-443-6,33.69368729,-117.9487535,31-03-22,9.46,4,0.0,0.0,11.4,0.0,2.9,-0.6,1
10.42.0.42-52.40.87.241-36871-443-6,38.72338923,-121.30195549999999,01-04-22,11.71,0,5.7,0.0,10.8,0.0,3.3,-4.8,0
10.42.0.211-23.205.20.233-41205-80-6,33.73723661,-117.9384405,02-04-22,10.75,0,1.5,0.0,9.8,0.0,5.9,2.1,0
10.42.0.211-106.39.162.36-54466-80-6,33.8355221,-117.92147,03-04-22,11.79,0,2.0,0.0,8.7,0.0,1.0,-5.0,0
10.42.0.151-31.13.80.5-52254-443-6,33.64218193,-117.9106175,04-04-22,9.79,0,0.7,0.0,7.6,0.0,1.4,-4.5,1
10.42.0.211-106.11.135.2-54385-80-6,33.67893785,-117.9001275,05-04-22,7.0,4,0.0,0.0,6.1,0.0,2.1,-5.0,1
172.217.12.195-10.42.0.151-443-55355-6,38.93317433,-121.09948329999999,06-04-22,8.33,0,0.5,0.0,8.9,0.0,2.5,-4.9,1
10.42.0.211-58.63.236.212-38725-443-6,33.816930299999996,-117.95378000000001,07-04-22,17.71,4,0.0,0.0,10.0,0.0,4.9,0.0,0
10.42.0.211-10.42.0.1-4227-53-17,33.68104318,-117.61886799999999,08-04-22,15.92,4,0.0,0.0,6.2,0.0,0.1,-5.5,0
10.42.0.151-10.42.0.1-1958-53-17,33.81531524,-117.8522335,09-04-22,10.54,0,1.2,0.0,7.6,1.0,-1.2,-7.9,0
10.42.0.211-54.239.17.112-37996-443-6,33.82960548,-117.84081200000001,10-04-22,11.79,4,0.0,0.0,11.0,0.0,1.3,-5.0,0
180.149.134.221-10.42.0.211-80-41338-6,33.78629960000001,-117.99027749999999,11-04-22,12.83,0,0.8,0.0,11.7,0.0,5.1,0.5,0
10.42.0.211-91.190.219.45-44023-12350-6,33.67707899,-117.94728049999999,12-04-22,10.29,0,0.1,0.0,13.7,0.0,8.2,4.5,0
10.42.0.211-10.42.0.1-53499-53-17,33.84026432,-117.901424,13-04-22,9.08,0,1.7,0.0,15.4,0.0,10.4,4.0,1
10.42.0.211-10.42.0.1-53799-53-17,44.89602552,-93.41265915,14-04-22,10.0,0,3.8,0.0,13.2,0.0,8.5,3.7,0
172.217.10.72-10.42.0.42-443-56621-6,33.588805,-111.94330900000001,15-04-22,4.46,4,0.0,0.0,14.4,0.0,7.2,-0.5,1
10.42.0.1-10.42.0.42-53-40785-17,38.68026725,-90.39345001,16-04-22,5.54,0,2.0,0.0,14.5,0.0,5.9,-3.2,1
151.101.117.140-10.42.0.211-443-45529-6,38.63058579999999,-90.45220778,17-04-22,8.38,4,0.0,0.0,16.2,0.0,9.6,3.2,1
10.42.0.1-10.42.0.42-53-65087-17,38.7049141,-90.35936278,18-04-22,6.79,4,0.0,0.0,13.9,0.0,3.1,,1
10.42.0.211-54.235.202.23-35685-443-6,38.55928717,-90.30478864,19-04-22,9.79,0,0.3,0.0,12.7,0.0,4.2,-5.0,1
10.42.0.211-125.39.133.40-51263-80-6,38.59176634,-90.58222975,20-04-22,11.38,0,5.4,0.0,14.0,0.0,6.2,1.0,0
202.77.129.150-10.42.0.211-80-49358-6,38.600119,-90.356594,21-04-22,4.67,0,2.0,0.0,15.4,0.0,10.0,1.6,1
10.42.0.211-123.125.29.220-46133-80-6,38.60308133,-90.41383847,22-04-22,4.04,4,0.0,0.0,15.0,0.0,10.6,4.2,1
10.42.0.42-111.221.77.175-46360-40028-17,40.86863865,-73.88614174,23-04-22,2.54,4,0.0,0.0,15.1,0.0,8.0,,1
172.217.10.74-10.42.0.211-443-46090-6,40.83009434,-73.92201691,24-04-22,1.21,4,0.0,0.0,16.9,0.0,6.2,-2.9,1
172.217.10.106-10.42.0.151-443-34138-6,40.85116299,-73.88761265,25-04-22,1.87,4,0.0,0.0,18.3,0.0,7.1,-1.0,1
10.42.0.42-74.125.202.188-33637-5228-6,40.82057139,-73.92530399,26-04-22,3.08,0,9.8,0.0,17.1,0.0,9.5,1.4,1
10.42.0.211-98.139.180.180-53669-443-6,40.86430537,-73.88572864,27-04-22,4.83,4,0.0,0.0,11.9,0.0,6.2,0.8,1
172.217.10.35-10.42.0.211-443-36075-6,40.84966361,-73.82830535,28-04-22,7.21,0,4.6,0.0,11.3,0.0,3.4,-2.8,1
172.217.3.106-10.42.0.151-443-40714-6,40.87879402,-73.91477992,29-04-22,12.96,0,1.0,0.0,10.0,0.0,4.9,-1.4,0
10.42.0.151-72.21.207.148-60103-443-6,40.78729514,-73.95491009,30-04-22,10.41,0,9.6,0.0,12.2,0.0,2.9,-3.0,0
10.42.0.151-66.231.239.124-47217-443-6,40.74876837,-73.99545897,01-05-22,13.88,0,3.0,0.0,12.4,0.0,7.2,3.1,0
10.42.0.211-10.42.0.1-36742-53-17,40.77440598,-73.95194362,02-05-22,4.38,0,7.9,0.0,9.6,0.0,6.9,2.9,1
180.76.174.197-10.42.0.211-80-52228-6,40.89870956,-73.84229768,03-05-22,2.54,4,0.0,0.0,13.7,0.0,2.6,-4.0,1
10.42.0.42-125.211.204.209-45251-80-6,40.82573353,-73.83790542,04-05-22,0.92,0,0.0,0.0,14.2,0.0,3.6,-3.0,1
10.42.0.211-104.192.108.27-41985-80-6,40.88872137,-73.83157717,05-05-22,5.63,0,0.0,0.0,12.2,0.0,6.4,-1.0,1
10.42.0.211-10.42.0.1-51784-53-17,40.81397311,-73.81950563,06-05-22,6.96,0,0.0,0.0,13.5,0.0,7.2,-3.1,1
10.42.0.151-10.42.0.1-47037-53-17,40.78876454,-73.95422385,07-05-22,12.04,0,0.0,0.0,15.9,0.0,6.6,-2.8,0
172.217.11.10-10.42.0.211-443-33085-6,40.76984507,-73.95615073,08-05-22,11.08,0,4.2,0.0,10.9,0.0,10.0,1.7,0
10.42.0.211-10.42.0.1-21459-53-17,40.7787759,-73.97462899,09-05-22,7.41,0,16.8,0.0,10.8,0.0,7.1,4.9,1
10.42.0.151-10.42.0.1-3445-53-17,40.8037739,-73.9664635,10-05-22,9.54,4,0.0,0.0,10.9,0.0,7.2,3.2,1
10.42.0.42-123.125.29.220-48864-80-6,40.71468517,-73.99908815,11-05-22,5.33,0,2.8,0.0,13.0,0.0,3.3,-2.0,1
10.42.0.211-64.71.142.96-38238-443-6,40.84173687,-73.81655412,12-05-22,7.33,0,0.5,0.0,13.6,0.0,8.2,,1
180.149.136.194-10.42.0.211-80-50585-6,40.77887976,-73.98396481,13-05-22,2.13,0,2.0,0.0,15.7,0.0,8.7,4.1,1
10.42.0.211-103.7.30.118-35226-80-6,40.7396942,-73.99682784,14-05-22,6.21,0,0.7,0.0,10.7,0.0,8.1,2.2,1
182.22.24.252-10.42.0.151-443-38568-6,40.75176346,-73.96992668,15-05-22,7.87,4,0.0,0.0,12.4,0.0,6.6,1.3,1
8.0.6.4-8.6.0.1-0-0-0,40.80213997,-73.96613668,16-05-22,3.13,0,0.0,0.0,13.3,0.0,2.1,-5.0,1
172.217.10.110-10.42.0.151-443-53942-6,40.73736779,-73.99939487,17-05-22,2.21,0,0.0,0.0,14.9,0.0,2.8,-5.0,1
10.42.0.151-23.208.31.187-37957-80-6,40.78332097,-73.98129663,18-05-22,3.92,0,0.0,0.0,16.7,0.0,1.4,-3.5,1
10.42.0.151-123.125.115.190-35101-80-6,40.74080278,-74.0032303,19-05-22,4.04,0,0.0,0.0,17.2,0.0,6.0,-1.5,1
10.42.0.211-66.102.255.61-35485-443-6,40.72350446,-73.98347638,20-05-22,2.54,0,0.0,0.0,19.6,0.0,6.8,-0.2,1
10.42.0.42-108.174.11.1-38710-80-6,40.78158732,-73.95499699999999,21-05-22,3.71,0,0.0,0.0,16.6,0.0,6.1,-1.0,1
10.42.0.211-10.42.0.1-10388-53-17,40.79468669,-73.97029834,22-05-22,6.21,0,0.0,0.0,12.9,0.0,3.6,-3.9,1
10.42.0.211-115.239.210.141-50523-443-6,40.78743645,-73.96806152,23-05-22,5.88,0,0.0,0.0,14.4,0.0,2.7,-4.0,1
172.217.10.131-10.42.0.42-443-35126-6,40.73406877,-73.98531096,24-05-22,5.71,0,0.0,0.0,12.2,0.0,3.5,-3.8,1
10.42.0.211-104.192.110.245-53237-443-6,40.73199769,-73.99089247,25-05-22,7.96,0,0.0,0.0,12.9,0.0,2.6,0.5,1
10.42.0.211-77.234.44.199-57177-80-6,40.75102232,-73.97239357,26-05-22,9.62,0,0.0,0.0,15.1,0.0,9.2,3.2,1
202.77.129.161-10.42.0.211-80-56044-6,40.86267726,-73.91813069,27-05-22,9.92,0,0.0,0.0,15.2,0.0,7.2,-1.0,1
10.42.0.211-119.146.74.31-58754-443-6,40.76873116,-73.96286609,28-05-22,6.87,0,0.0,0.0,15.6,0.0,7.9,-0.6,1
10.42.0.211-36.110.213.174-57684-443-6,40.77988398,-73.96134931,29-05-22,3.92,0,0.0,0.0,14.9,0.0,3.6,-0.5,1
10.42.0.151-10.42.0.1-6781-53-17,40.78867772,-73.97907359,30-05-22,5.33,0,0.0,0.0,12.2,0.0,9.3,-3.4,1
10.42.0.211-23.206.173.182-34057-80-6,40.78473685,-73.95677457,31-05-22,3.0,0,0.0,0.0,13.4,0.0,1.6,-7.0,1
172.217.6.238-10.42.0.151-443-46281-6,40.73050264,-74.00282823,01-06-22,8.38,0,2.1,0.0,13.0,0.0,2.8,-4.8,1
151.101.1.134-10.42.0.151-443-35333-6,40.77833539,-73.97729809,02-06-22,17.21,0,0.4,0.0,12.0,0.0,4.1,-4.0,0
10.42.0.1-10.42.0.42-53-11034-17,40.78337192,-73.95143206,03-06-22,5.91,0,2.2,0.0,14.6,0.0,3.2,-4.0,1
10.42.0.211-119.146.74.33-46477-443-6,40.77789036,-73.97634394,04-06-22,3.75,0,1.0,0.0,18.3,0.0,4.4,-3.5,1
182.22.24.124-10.42.0.151-443-43944-6,40.78713392,-73.97322209999999,05-06-22,9.13,4,0.0,0.0,20.7,0.0,9.2,7.1,1
172.217.12.206-10.42.0.211-80-52303-6,40.79284635,-73.94013155,06-06-22,7.46,0,0.0,0.0,21.7,0.0,12.8,4.0,1
10.42.0.211-77.234.44.79-49130-443-6,40.72810382,-73.98976933,07-06-22,2.88,0,0.0,0.0,21.2,0.0,14.6,7.3,1
172.217.10.3-10.42.0.211-443-39660-6,40.78973278,-73.97230983,08-06-22,3.92,0,0.0,0.0,21.7,0.0,10.2,1.1,1
10.42.0.42-69.147.82.61-58917-443-6,40.77897416,-73.95895216,09-06-22,4.58,0,0.0,0.0,21.1,0.0,10.4,1.6,1
140.205.134.25-10.42.0.151-443-38414-6,40.77224029,-73.95989432,10-06-22,1.58,0,0.0,0.0,22.5,0.0,10.1,0.5,1
10.42.0.151-10.42.0.1-10258-53-17,40.81568547,-73.93823518,11-06-22,1.58,0,0.0,0.0,24.0,0.0,10.6,0.6,1
8.0.6.4-8.6.0.1-0-0-0,40.76630508,-73.98023036,12-06-22,3.75,0,0.0,0.0,19.4,0.0,13.1,4.5,1
10.42.0.151-123.125.46.11-46458-80-6,40.76584579,-73.96467058,13-06-22,7.58,0,0.0,0.0,20.3,0.0,10.2,4.0,1
140.205.134.25-10.42.0.211-443-52740-6,40.80765308,-73.93772405,14-06-22,9.0,0,0.0,0.0,17.9,0.0,13.5,7.2,1
220.243.219.55-10.42.0.211-80-56697-6,40.77429583,-73.95974482,15-06-22,5.63,0,2.2,0.0,15.8,0.0,8.2,1.0,1
172.217.9.238-10.42.0.42-443-60602-6,40.75531368,-73.97003062,16-06-22,3.33,0,5.0,0.0,15.6,0.0,7.7,-2.0,1
180.149.135.239-10.42.0.211-80-35690-6,40.77247878,-73.95141162,17-06-22,4.42,4,0.0,0.0,18.1,0.0,8.4,1.6,1
10.42.0.151-66.231.239.125-52625-443-6,40.74274445,-74.00323423,18-06-22,10.46,0,0.0,0.0,19.9,0.0,12.2,7.0,0
172.217.11.46-10.42.0.211-443-34740-6,40.79249646,-73.96913079,19-06-22,11.71,0,0.0,0.0,22.2,0.0,14.4,5.7,0
10.42.0.42-64.71.142.120-52444-80-6,40.76821913,-73.9498508,20-06-22,4.42,0,0.0,0.0,18.9,0.0,15.6,7.2,1
198.11.136.24-10.42.0.211-443-38890-6,40.79302267,-73.97555903,21-06-22,3.54,0,0.0,0.0,20.3,0.0,11.3,7.3,1
157.240.2.35-10.42.0.211-443-55045-6,40.73808239,-73.99485119,22-06-22,2.5,0,0.0,0.0,20.2,0.0,9.9,7.1,1
198.105.244.11-10.42.0.42-80-59817-6,40.85149549,-73.9287806,23-06-22,6.04,0,0.0,0.0,23.2,0.0,12.7,6.0,1
10.42.0.151-10.42.0.1-38637-53-17,40.76871678,-73.95165137,24-06-22,4.08,0,0.0,0.0,19.2,0.0,14.0,4.2,1
172.217.6.237-10.42.0.151-443-53196-6,39.8478797,-77.49478082,25-06-22,1.79,0,0.6,0.0,19.6,0.0,10.9,6.8,1
10.42.0.211-103.235.46.212-46483-443-6,39.91761879,-79.69458908,26-06-22,5.46,0,0.0,0.0,18.1,0.0,12.8,4.4,1
10.42.0.151-10.42.0.1-9628-53-17,40.38180406,-75.92052861,27-06-22,6.87,0,0.0,0.0,17.8,0.0,7.6,6.1,1
157.240.2.35-10.42.0.151-443-34556-6,40.05921343,-74.98862761,28-06-22,6.04,0,0.0,0.0,17.1,0.0,10.2,2.7,1
172.217.10.238-10.42.0.151-80-35227-6,41.64308276,-80.14134224,29-06-22,1.83,0,0.0,0.0,18.7,0.0,6.7,7.6,1
174.35.73.78-10.42.0.42-80-33386-6,41.98501299,-76.53083493,30-06-22,1.63,0,0.0,0.0,21.7,0.0,11.0,7.2,1
10.42.0.211-72.21.206.53-50702-443-6,41.72579344,-80.14608475,01-07-22,2.92,0,0.0,0.0,22.5,0.0,11.3,11.1,1
172.217.6.234-10.42.0.211-443-50174-6,39.8491015,-78.14401394,02-07-22,4.79,0,0.0,0.0,23.5,0.0,10.6,11.6,1
10.42.0.42-14.29.93.254-59408-80-6,40.032893900000005,-75.17192551,03-07-22,3.96,0,0.0,0.0,23.8,0.0,10.2,11.3,1
202.77.129.146-10.42.0.151-80-36578-6,40.81092718,-79.52985783,04-07-22,4.12,0,0.0,0.0,21.2,0.0,12.7,9.8,1
10.42.0.151-10.42.0.1-35383-53-17,40.03317751,-75.17463492,05-07-22,4.71,0,0.0,0.0,21.1,0.0,12.1,10.5,1
10.42.0.211-52.84.29.154-57116-443-6,41.13400655,-76.46916274,06-07-22,4.63,0,0.0,0.0,22.2,0.0,11.0,,1
10.42.0.151-10.42.0.1-13864-53-17,40.37054441,-75.96867802,07-07-22,8.5,0,0.5,0.0,19.0,0.0,13.9,12.0,1
10.42.0.151-98.139.199.205-50099-443-6,40.06175323,-75.18873368,08-07-22,8.67,0,0.5,0.0,18.0,0.0,13.9,8.4,1
10.42.0.211-10.42.0.1-40839-53-17,40.28376951,-75.70348794,09-07-22,8.29,0,9.7,0.0,20.1,0.0,13.7,8.7,1
172.217.12.194-10.42.0.211-443-44450-6,40.19437676,-76.97974721,10-07-22,6.67,0,1.8,0.0,21.3,0.0,14.6,10.7,1
173.194.175.138-10.42.0.151-443-59887-6,40.48251977,-75.75897532,11-07-22,9.13,4,0.0,0.0,21.1,0.0,15.7,10.6,1
217.69.133.145-10.42.0.151-443-54650-6,41.365390999999995,-79.47631700000001,12-07-22,5.96,0,1.0,0.0,20.2,0.0,12.2,11.3,1
183.232.118.20-10.42.0.211-80-51569-6,39.80362891,-79.81223793,13-07-22,6.58,0,0.1,0.0,23.6,0.0,14.8,14.5,1
172.217.6.195-10.42.0.211-443-56717-6,41.06290831,-79.37783869,14-07-22,10.71,0,1.0,0.0,23.1,0.0,16.8,15.7,0
174.35.73.148-10.42.0.42-80-47178-6,40.76929896,-77.86485698,15-07-22,14.37,0,0.6,0.0,22.0,0.0,13.7,11.2,0
10.42.0.211-119.146.74.34-47825-80-6,41.87236062,-76.40120492,16-07-22,7.58,0,0.0,0.0,22.6,0.0,14.3,11.6,1
172.217.10.40-10.42.0.211-443-51176-6,40.78968171,-77.85952708,17-07-22,2.79,0,0.0,0.0,19.5,0.0,14.5,13.9,1
10.42.0.211-77.234.44.200-49222-80-6,40.296788,-75.732786,18-07-22,5.21,0,0.9,0.0,20.3,0.0,13.0,11.7,1
